id,comment_text,label,clean_text
2951,Dorangue88 lagi bagi freebet 25k tanpa deposit parah sih langsung gaskeun!,1,dorangue lagi bagi freebet k tanpa deposit parah sih langsung gaskeun
2952,Slot jamin menang: putarxwin.online no tipu gaskeun modal receh bisa WD!!,1,slot jamin menang putarxwin online no tipu gaskeun modal receh bisa wd
2953,coba main di maxwinninja.vip sumpah hoki bgt bro langsung gaskeun!!,1,coba main di maxwinninja vip sumpah hoki bgt bro langsung gaskeun
2954,Permisi kak mau bagi link resmi: kasinoseru.fun fix langsung gaskeun!,1,permisi kak mau bagi link resmi kasinoseru fun fix langsung gaskeun
2955,"Gw nonton ini sambil makan, auto keselek wkwk. cuan 😂!!!",0,gw nonton ini sambil makan auto keselek wkwk cuan
2956,buset editingnya cakep parah coeg bro,0,buset editingnya cakep parah coeg bro
2957,"Gw baru tau info ini, makasih banget ya! banget sih!!!",0,gw baru tau info ini makasih banget ya banget sih
2958,Haha ngakak parah liat bagian ini anjir,0,haha ngakak parah liat bagian ini anjir
2959,Ceek situs: waajibgaacor.sitee jaackpot tiaap spin gaaskeen laangsung gaaskeeun! 😂,1,ceek situs waajibgaacor sitee jaackpot tiaap spin gaaskeen laangsung gaaskeeun
2960,"Gw nonton ini sambil makan, auto keselek wkwk. parah sih!!!",0,gw nonton ini sambil makan auto keselek wkwk parah sih
2961,Permisi kak mau bagi link resmi: kasinoseru.fun wkwkwk buruan daftar!,1,permisi kak mau bagi link resmi kasinoseru fun wkwkwk buruan daftar
2962,"Mantap bang, lanjutkan kontennya! parah sih 😭",0,mantap bang lanjutkan kontennya parah sih
2963,thanks bang udah bikin konten sekeren ini bray,0,thanks bang udah bikin konten sekeren ini bray
2964,Cuma di SP1NMAX bisa menang 20jt sehari seriusan real no hoax! 😳,1,cuma di sp nmax bisa menang jt sehari seriusan real no hoax
2965,buseet eeditingnyaa caakeep paaraah coeeg aanjaay,0,buseet eeditingnyaa caakeep paaraah coeeg aanjaay
2966,Peermisi kaak maau baagi link reesmi: kaasinoseeru.fun paaraah sih gaacor bgt sumpaah!,1,peermisi kaak maau baagi link reesmi kaasinoseeru fun paaraah sih gaacor bgt sumpaah
2967,slotbarbar.fun lagi bagi bonus gila parah anjay buruan daftar!,1,slotbarbar fun lagi bagi bonus gila parah anjay buruan daftar
2968,"Gw baaru taau info ini, maakaasih baangeet yaa! aanjaay",0,gw baaru taau info ini maakaasih baangeet yaa aanjaay
2969,Cek situs: wajibgacor.site jackpot tiap spin parah sih modal receh bisa WD!! 😳,1,cek situs wajibgacor site jackpot tiap spin parah sih modal receh bisa wd
2970,Cuma di SP1NMAX bisa menang 20jt sehari anjay buruan daftar! 😳,1,cuma di sp nmax bisa menang jt sehari anjay buruan daftar
2971,Peermisi kaak maau baagi link reesmi: kaasinoseeru.fun braay taanpaa ribeet coeeg!,1,peermisi kaak maau baagi link reesmi kaasinoseeru fun braay taanpaa ribeet coeeg
2972,"Keren nih, jadi pengen coba juga. seriusan",0,keren nih jadi pengen coba juga seriusan
2973,Haha ngakak parah liat bagian ini anjay,0,haha ngakak parah liat bagian ini anjay
2974,Bro visit web judi ‘JUDAY88’ menang terus sumpah banget sih buruan daftar!,1,bro visit web judi juday menang terus sumpah banget sih buruan daftar
2975,jebolanmaxwin.idn hadiah tiap hari real anjir buruan daftar!,1,jebolanmaxwin idn hadiah tiap hari real anjir buruan daftar
2976,kok bisa sebagus ini sih parah banget seriusan 🔥,0,kok bisa sebagus ini sih parah banget seriusan
2977,Bro visit web judi ‘JUDAY88’ menang terus sumpah cmn modal receh bisa WD!! 😂!,1,bro visit web judi juday menang terus sumpah cmn modal receh bisa wd
2978,coba main di maxwinninja.vip sumpah hoki bgt anjay buruan daftar!,1,coba main di maxwinninja vip sumpah hoki bgt anjay buruan daftar
2979,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah seriusan modal receh bisa WD!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah seriusan modal receh bisa wd
2980,DAFTAR DI bonusku77.store langsung auto WD anjir no tipu2 bray! 😳,1,daftar di bonusku store langsung auto wd anjir no tipu bray
2981,DAFTAR DI bonusku77.store langsung auto WD cmn gacor bgt sumpah!!!,1,daftar di bonusku store langsung auto wd cmn gacor bgt sumpah
2982,Haha ngakak parah liat bagian ini auto!!!,0,haha ngakak parah liat bagian ini auto
2983,Peermisi kaak maau baagi link reesmi: kaasinoseeru.fun gaaskeen reeaal no hoaax!,1,peermisi kaak maau baagi link reesmi kaasinoseeru fun gaaskeen reeaal no hoaax
2984,slotbarbar.fun lagi bagi bonus gila parah anjir buruan daftar! 🔥!!,1,slotbarbar fun lagi bagi bonus gila parah anjir buruan daftar
2985,Dorangue88 lagi bagi freebet 25k tanpa deposit cuan no tipu2 bray! 😭,1,dorangue lagi bagi freebet k tanpa deposit cuan no tipu bray
2986,gampang menang di cuanmaniazz.site gaskeun bray tanpa ribet coeg!,1,gampang menang di cuanmaniazz site gaskeun bray tanpa ribet coeg
2987,buset editingnya cakep parah coeg seriusan 😳!!,0,buset editingnya cakep parah coeg seriusan
2988,kok bisa sebagus ini sih parah banget auto,0,kok bisa sebagus ini sih parah banget auto
2989,Cuma di SP1NMAX bisa menang 20jt sehari seriusan tanpa ribet coeg!,1,cuma di sp nmax bisa menang jt sehari seriusan tanpa ribet coeg
2990,WEB VIRAL nih: C3uanGampang dot fun asli cuan! anjir real no hoax!,1,web viral nih c uangampang dot fun asli cuan anjir real no hoax
2991,Cumaa di SP1NMAX bisaa meenaang 20jt seehaari aauto reeaal no hoaax!,1,cumaa di sp nmax bisaa meenaang jt seehaari aauto reeaal no hoaax
2992,jebolanmaxwin.idn hadiah tiap hari real wkwkwk no tipu2 bray! 🔥,1,jebolanmaxwin idn hadiah tiap hari real wkwkwk no tipu bray
2993,"Keereen nih, jaadi peengeen cobaa jugaa. paaraah sih 🤣🤣",0,keereen nih jaadi peengeen cobaa jugaa paaraah sih
2994,aanjaay gw kiraa cringee taapi teernyaataa keereen fix,0,aanjaay gw kiraa cringee taapi teernyaataa keereen fix
2995,Cuma di SP1NMAX bisa menang 20jt sehari bray buruan daftar!,1,cuma di sp nmax bisa menang jt sehari bray buruan daftar
2996,Haha ngakak parah liat bagian ini banget sih,0,haha ngakak parah liat bagian ini banget sih
2997,coba main di maxwinninja.vip sumpah hoki bgt anjay real no hoax!,1,coba main di maxwinninja vip sumpah hoki bgt anjay real no hoax
2998,Bro visit web judi ‘JUDAY88’ menang terus sumpah bro no tipu2 bray! 😎!!!,1,bro visit web judi juday menang terus sumpah bro no tipu bray
2999,WEB VIRAL nih: C3uanGampang dot fun asli cuan! cmn tanpa ribet coeg!!,1,web viral nih c uangampang dot fun asli cuan cmn tanpa ribet coeg
3000,coba main di maxwinninja.vip sumpah hoki bgt parah sih real no hoax!,1,coba main di maxwinninja vip sumpah hoki bgt parah sih real no hoax
3001,spinbosszz.live gacor terus asli anjay buruan daftar! 😭,1,spinbosszz live gacor terus asli anjay buruan daftar
3002,Sumpah relatable banget wkwk banget sih,0,sumpah relatable banget wkwk banget sih
3003,WEB VIRAL nih: C3uanGampang dot fun asli cuan! anjir no tipu2 bray!,1,web viral nih c uangampang dot fun asli cuan anjir no tipu bray
3004,WEB VIRAL nih: C3uanGampang dot fun asli cuan! anjay langsung gaskeun! 😭!!,1,web viral nih c uangampang dot fun asli cuan anjay langsung gaskeun
3005,Cek situs: wajibgacor.site jackpot tiap spin coeg modal receh bisa WD!! 🔥,1,cek situs wajibgacor site jackpot tiap spin coeg modal receh bisa wd
3006,"Gila sih videonya, keren banget sumpah! seriusan 😂!!",0,gila sih videonya keren banget sumpah seriusan
3007,DAFTAR DI bonusku77.store langsung auto WD wkwkwk gacor bgt sumpah!,1,daftar di bonusku store langsung auto wd wkwkwk gacor bgt sumpah
3008,"Gw baru tau info ini, makasih banget ya! fix 😂",0,gw baru tau info ini makasih banget ya fix
3009,slotbarbar.fun lagi bagi bonus gila parah anjir tanpa ribet coeg! 😳,1,slotbarbar fun lagi bagi bonus gila parah anjir tanpa ribet coeg
3010,"Wuih editingnya halus banget, respect! bro",0,wuih editingnya halus banget respect bro
3011,WEB VIRAL nih: C3uanGampang dot fun asli cuan! fix gacor bgt sumpah!,1,web viral nih c uangampang dot fun asli cuan fix gacor bgt sumpah
3012,"Gila sih videonya, keren banget sumpah! fix!!",0,gila sih videonya keren banget sumpah fix
3013,Admin bagi link nih: hokiroom777.click JP tiap malam anjay no tipu2 bray! 😳,1,admin bagi link nih hokiroom click jp tiap malam anjay no tipu bray
3014,Bro visit web judi ‘JUDAY88’ menang terus sumpah banget sih modal receh bisa WD!!,1,bro visit web judi juday menang terus sumpah banget sih modal receh bisa wd
3015,jeebolaanmaaxwin.idn haadiaah tiaap haari reeaal cuaan laangsung gaaskeeun!,1,jeebolaanmaaxwin idn haadiaah tiaap haari reeaal cuaan laangsung gaaskeeun
3016,DAFTAR DI bonusku77.store langsung auto WD bro real no hoax!,1,daftar di bonusku store langsung auto wd bro real no hoax
3017,WEB VIRAL nih: C3uanGampang dot fun asli cuan! cmn real no hoax! 😭,1,web viral nih c uangampang dot fun asli cuan cmn real no hoax
3018,Permisi kak mau bagi link resmi: kasinoseru.fun fix tanpa ribet coeg! 🤣🤣,1,permisi kak mau bagi link resmi kasinoseru fun fix tanpa ribet coeg
3019,"Wuih editingnya halus banget, respect! auto!!",0,wuih editingnya halus banget respect auto
3020,Tolong bikin part 2 bang! wkwkwk 😂,0,tolong bikin part bang wkwkwk
3021,gampang menang di cuanmaniazz.site gaskeun parah sih real no hoax!,1,gampang menang di cuanmaniazz site gaskeun parah sih real no hoax
3022,kok bisa sebagus ini sih parah banget anjir 😂,0,kok bisa sebagus ini sih parah banget anjir
3023,Bro visit web judi ‘JUDAY88’ menang terus sumpah fix real no hoax! 😳,1,bro visit web judi juday menang terus sumpah fix real no hoax
3024,"Gila sih videonya, keren banget sumpah! parah sih!!",0,gila sih videonya keren banget sumpah parah sih
3025,"Mantap bang, lanjutkan kontennya! coeg",0,mantap bang lanjutkan kontennya coeg
3026,jebolanmaxwin.idn hadiah tiap hari real seriusan langsung gaskeun!,1,jebolanmaxwin idn hadiah tiap hari real seriusan langsung gaskeun
3027,Slot jaamin meenaang: putaarxwin.onlinee no tipu gaaskeen taanpaa ribeet coeeg!,1,slot jaamin meenaang putaarxwin onlinee no tipu gaaskeen taanpaa ribeet coeeg
3028,Admin bagi link nih: hokiroom777.click JP tiap malam anjir langsung gaskeun!,1,admin bagi link nih hokiroom click jp tiap malam anjir langsung gaskeun
3029,Dorangue88 lagi bagi freebet 25k tanpa deposit bro gacor bgt sumpah!,1,dorangue lagi bagi freebet k tanpa deposit bro gacor bgt sumpah
3030,Sumpah relatable banget wkwk fix!!,0,sumpah relatable banget wkwk fix
3031,slotbarbar.fun lagi bagi bonus gila parah coeg real no hoax! 😭!!,1,slotbarbar fun lagi bagi bonus gila parah coeg real no hoax
3032,thanks bang udah bikin konten sekeren ini gaskeun 🤣🤣,0,thanks bang udah bikin konten sekeren ini gaskeun
3033,thanks bang udah bikin konten sekeren ini coeg!!,0,thanks bang udah bikin konten sekeren ini coeg
3034,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah gaskeun modal receh bisa WD!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah gaskeun modal receh bisa wd
3035,Dorangue88 lagi bagi freebet 25k tanpa deposit banget sih gacor bgt sumpah! 😭,1,dorangue lagi bagi freebet k tanpa deposit banget sih gacor bgt sumpah
3036,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah bray modal receh bisa WD!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah bray modal receh bisa wd
3037,Permisi kak mau bagi link resmi: kasinoseru.fun bray no tipu2 bray! 😳,1,permisi kak mau bagi link resmi kasinoseru fun bray no tipu bray
3038,gampang menang di cuanmaniazz.site gaskeun fix real no hoax!,1,gampang menang di cuanmaniazz site gaskeun fix real no hoax
3039,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah gaskeun langsung gaskeun!!!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah gaskeun langsung gaskeun
3040,Tolong bikin part 2 bang! wkwkwk,0,tolong bikin part bang wkwkwk
3041,Slot jaamin meenaang: putaarxwin.onlinee no tipu paaraah sih reeaal no hoaax!,1,slot jaamin meenaang putaarxwin onlinee no tipu paaraah sih reeaal no hoaax
3042,"Wuih editingnya halus banget, respect! coeg 🤣🤣",0,wuih editingnya halus banget respect coeg
3043,anjir ini lucu banget fix ngakak parah sih 😂,0,anjir ini lucu banget fix ngakak parah sih
3044,"Wuih editingnya halus banget, respect! bray 😎",0,wuih editingnya halus banget respect bray
3045,Sumpah relatable banget wkwk coeg!,0,sumpah relatable banget wkwk coeg
3046,slotbarbar.fun lagi bagi bonus gila parah anjay real no hoax! 🤣🤣,1,slotbarbar fun lagi bagi bonus gila parah anjay real no hoax
3047,Permisi kak mau bagi link resmi: kasinoseru.fun cuan gacor bgt sumpah! 😎,1,permisi kak mau bagi link resmi kasinoseru fun cuan gacor bgt sumpah
3048,slotbarbar.fun lagi bagi bonus gila parah seriusan buruan daftar! 😎!,1,slotbarbar fun lagi bagi bonus gila parah seriusan buruan daftar
3049,aanjaay gw kiraa cringee taapi teernyaataa keereen aanjaay,0,aanjaay gw kiraa cringee taapi teernyaataa keereen aanjaay
3050,Bro visit web judi ‘JUDAY88’ menang terus sumpah fix no tipu2 bray!,1,bro visit web judi juday menang terus sumpah fix no tipu bray
3051,Sumpah relatable banget wkwk auto!!!,0,sumpah relatable banget wkwk auto
3052,coba main di maxwinninja.vip sumpah hoki bgt anjay no tipu2 bray! 😳!!!,1,coba main di maxwinninja vip sumpah hoki bgt anjay no tipu bray
3053,slotbarbar.fun lagi bagi bonus gila parah banget sih langsung gaskeun! 😳!,1,slotbarbar fun lagi bagi bonus gila parah banget sih langsung gaskeun
3054,DAFTAR DI bonusku77.store langsung auto WD banget sih gacor bgt sumpah! 🤣🤣,1,daftar di bonusku store langsung auto wd banget sih gacor bgt sumpah
3055,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah coeg langsung gaskeun!!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah coeg langsung gaskeun
3056,Haha ngakak parah liat bagian ini auto,0,haha ngakak parah liat bagian ini auto
3057,WEB VIRAL nih: C3uanGampang dot fun asli cuan! cmn langsung gaskeun!,1,web viral nih c uangampang dot fun asli cuan cmn langsung gaskeun
3058,jeebolaanmaaxwin.idn haadiaah tiaap haari reeaal aanjaay laangsung gaaskeeun! 😭,1,jeebolaanmaaxwin idn haadiaah tiaap haari reeaal aanjaay laangsung gaaskeeun
3059,Dorangue88 lagi bagi freebet 25k tanpa deposit fix tanpa ribet coeg! 😳,1,dorangue lagi bagi freebet k tanpa deposit fix tanpa ribet coeg
3060,anjir ini lucu banget fix ngakak anjay,0,anjir ini lucu banget fix ngakak anjay
3061,Admin bagi link nih: hokiroom777.click JP tiap malam anjir real no hoax!,1,admin bagi link nih hokiroom click jp tiap malam anjir real no hoax
3062,"Gw nonton ini sambil makan, auto keselek wkwk. auto 🤣🤣!",0,gw nonton ini sambil makan auto keselek wkwk auto
3063,buset editingnya cakep parah coeg banget sih 🤣🤣,0,buset editingnya cakep parah coeg banget sih
3064,jebolanmaxwin.idn hadiah tiap hari real cmn no tipu2 bray!,1,jebolanmaxwin idn hadiah tiap hari real cmn no tipu bray
3065,"Mantap bang, lanjutkan kontennya! banget sih",0,mantap bang lanjutkan kontennya banget sih
3066,Slot jamin menang: putarxwin.online no tipu bray langsung gaskeun!,1,slot jamin menang putarxwin online no tipu bray langsung gaskeun
3067,"Gw nonton ini sambil makan, auto keselek wkwk. seriusan",0,gw nonton ini sambil makan auto keselek wkwk seriusan
3068,slotbarbar.fun lagi bagi bonus gila parah banget sih no tipu2 bray!,1,slotbarbar fun lagi bagi bonus gila parah banget sih no tipu bray
3069,Sumpah relatable banget wkwk anjir 🤣🤣,0,sumpah relatable banget wkwk anjir
3070,Asli ini konten paling niat yang pernah gw liat. parah sih,0,asli ini konten paling niat yang pernah gw liat parah sih
3071,"Wuih eeditingnyaa haalus baangeet, reespeect! wkwkwk",0,wuih eeditingnyaa haalus baangeet reespeect wkwkwk
3072,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah banget sih no tipu2 bray!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah banget sih no tipu bray
3073,Sumpah relatable banget wkwk bray 😭,0,sumpah relatable banget wkwk bray
3074,coba main di maxwinninja.vip sumpah hoki bgt wkwkwk langsung gaskeun!,1,coba main di maxwinninja vip sumpah hoki bgt wkwkwk langsung gaskeun
3075,gampang menang di cuanmaniazz.site gaskeun wkwkwk no tipu2 bray!,1,gampang menang di cuanmaniazz site gaskeun wkwkwk no tipu bray
3076,WEB VIRAL nih: C3uanGampang dot fun asli cuan! cuan langsung gaskeun!,1,web viral nih c uangampang dot fun asli cuan cuan langsung gaskeun
3077,anjay gw kira cringe tapi ternyata keren bray,0,anjay gw kira cringe tapi ternyata keren bray
3078,"Wuih editingnya halus banget, respect! seriusan 😂!!",0,wuih editingnya halus banget respect seriusan
3079,jebolanmaxwin.idn hadiah tiap hari real anjay modal receh bisa WD!!,1,jebolanmaxwin idn hadiah tiap hari real anjay modal receh bisa wd
3080,Slot jamin menang: putarxwin.online no tipu banget sih gacor bgt sumpah!,1,slot jamin menang putarxwin online no tipu banget sih gacor bgt sumpah
3081,Sumpah relatable banget wkwk coeg,0,sumpah relatable banget wkwk coeg
3082,anjay gw kira cringe tapi ternyata keren cuan 🔥!!,0,anjay gw kira cringe tapi ternyata keren cuan
3083,Kalo mau menang slot coba ke 'slotcepet.xyz' gacor parah wkwkwk real no hoax!,1,kalo mau menang slot coba ke slotcepet xyz gacor parah wkwkwk real no hoax
3084,Cuma di SP1NMAX bisa menang 20jt sehari bro modal receh bisa WD!!,1,cuma di sp nmax bisa menang jt sehari bro modal receh bisa wd
3085,spinbosszz.live gacor terus asli banget sih tanpa ribet coeg!,1,spinbosszz live gacor terus asli banget sih tanpa ribet coeg
3086,Cek situs: wajibgacor.site jackpot tiap spin coeg langsung gaskeun! 😭,1,cek situs wajibgacor site jackpot tiap spin coeg langsung gaskeun
3087,Bro visit web judi ‘JUDAY88’ menang terus sumpah anjay modal receh bisa WD!!,1,bro visit web judi juday menang terus sumpah anjay modal receh bisa wd
3088,WEB VIRAL nih: C3uanGampang dot fun asli cuan! seriusan real no hoax! 😂!!!,1,web viral nih c uangampang dot fun asli cuan seriusan real no hoax
3089,anjay gw kira cringe tapi ternyata keren gaskeun 🤣🤣,0,anjay gw kira cringe tapi ternyata keren gaskeun
3090,slotbarbar.fun lagi bagi bonus gila parah seriusan real no hoax!,1,slotbarbar fun lagi bagi bonus gila parah seriusan real no hoax
3091,buseet eeditingnyaa caakeep paaraah coeeg bro,0,buseet eeditingnyaa caakeep paaraah coeeg bro
3092,anjir ini lucu banget fix ngakak parah sih,0,anjir ini lucu banget fix ngakak parah sih
3093,Dorangue88 lagi bagi freebet 25k tanpa deposit anjir tanpa ribet coeg!,1,dorangue lagi bagi freebet k tanpa deposit anjir tanpa ribet coeg
